,identificacao,activity,number_steps_x,Unnamed: 0,CompleteTimestamp,timestamp,number_steps_y,is_first_step,timestamp_shift,duracao,tempo_restante_conclusao,tempo_passado,day,month,year,day_of_week,is_weekend,quarter,is_quarter_end,hour,minute,second,steps,activity_cat
8307,627,8,3,1762,2012-07-10 15:24:26,2012-07-10 15:24:26,3,0,2012-07-10 19:16:10,0.1609259259259259,0.1609259259259259,0.0,10,7,2012,1,0,3,0,15,24,26,3,7
8308,673,1,3,1895,2011-11-21 19:49:42,2011-11-21 19:49:42,3,1,2011-11-25 19:51:52,4.00150462962963,7.177881944444445,0.0,21,11,2011,0,0,4,0,19,49,42,3,0
8309,3617,1,2,10755,2011-08-02 20:53:16,2011-08-02 20:53:16,2,1,2011-08-02 21:34:54,0.028912037037037,0.028912037037037,0.0,2,8,2011,1,0,3,0,20,53,16,2,0
8310,2889,6,3,8628,2010-08-25 00:22:44,2010-08-25 00:22:44,3,0,0 days 00:00:00,0.0,0.000162037037037,0.000162037037037,25,8,2010,2,0,3,0,0,22,44,3,5
8311,3487,6,2,10379,2011-10-20 22:26:28,2011-10-20 22:26:28,2,0,0 days 00:00:00,0.0,0.0,0.0,20,10,2011,3,0,4,0,22,26,28,2,5
8312,771,8,4,2206,2010-09-04 00:00:57,2010-09-04 00:00:57,4,0,2010-09-06 17:02:43,2.709560185185185,2.709837962962963,0.0002777777777778,4,9,2010,5,1,3,0,0,0,57,4,7
8313,3817,8,3,11346,2011-01-13 22:41:37,2011-01-13 22:41:37,3,0,2011-01-27 19:24:41,13.86324074074074,15.077187500000004,0.0,13,1,2011,3,0,1,0,22,41,37,3,7
8314,3086,1,3,9178,2012-08-06 22:23:05,2012-08-06 22:23:05,3,1,2012-08-06 22:23:20,0.0001736111111111,0.0011805555555555,0.0,6,8,2012,0,0,3,0,22,23,5,3,0
8315,3526,6,5,10512,2011-05-25 15:20:37,2011-05-25 15:20:37,5,0,0 days 00:00:00,0.0,8.170775462962965,8.168043981481482,25,5,2011,2,0,2,0,15,20,37,5,5
8316,4157,9,5,12401,2010-11-17 18:34:01,2010-11-17 18:34:01,5,0,2010-11-23 18:12:52,5.9853125,12.002407407407407,0.0001388888888893,17,11,2010,2,0,4,0,18,34,1,5,8
8317,351,8,3,975,2010-04-01 22:17:35,2010-04-01 22:17:35,3,0,2010-04-01 22:17:42,8.101851851851852e-05,3.1703935185185186,0.0,1,4,2010,3,0,2,0,22,17,35,3,7
8318,3886,3,6,11564,2010-04-30 14:53:24,2010-04-30 14:53:24,6,1,2010-04-30 14:53:59,0.0004050925925925,40.374918981481486,0.0,30,4,2010,4,0,2,0,14,53,24,6,2
8319,3345,1,4,9961,2011-01-11 17:47:48,2011-01-11 17:47:48,4,1,2011-01-12 01:23:20,0.3163425925925926,1.0111921296296296,0.0,11,1,2011,1,0,1,0,17,47,48,4,0
8320,3345,1,4,9962,2011-01-12 01:23:20,2011-01-12 01:23:20,4,0,2011-01-12 01:23:30,0.0001157407407407,1.0110763888888887,0.0,12,1,2011,2,0,1,0,1,23,20,4,0
8321,302,8,3,850,2010-11-20 02:24:12,2010-11-20 02:24:12,3,0,2010-11-22 17:52:33,2.6446875,2.6446875,0.0,20,11,2010,5,1,4,0,2,24,12,3,7
8322,1855,8,4,5522,2011-10-13 15:55:02,2011-10-13 15:55:02,4,0,2011-10-17 15:30:02,3.982638888888889,3.9829629629629633,0.0003240740740739,13,10,2011,3,0,4,0,15,55,2,4,7
8323,228,8,3,635,2010-09-23 16:37:42,2010-09-23 16:37:42,3,0,2010-09-23 16:38:14,0.0003703703703703,0.7072453703703704,0.0,23,9,2010,3,0,3,0,16,37,42,3,7
8324,3433,6,6,10227,2011-02-01 00:13:48,2011-02-01 00:13:48,6,0,0 days 00:00:00,0.0,4.294108796296296,4.09986111111111,1,2,2011,1,0,1,0,0,13,48,6,5
8325,125,6,5,331,2010-09-13 16:49:39,2010-09-13 16:49:39,5,0,0 days 00:00:00,0.0,0.0366203703703718,0.0238194444444452,13,9,2010,0,0,3,0,16,49,39,5,5
8326,3830,1,3,11384,2011-10-24 23:18:05,2011-10-24 23:18:05,3,1,2011-10-25 15:09:32,0.6607291666666667,13.751643518518518,0.0,24,10,2011,0,0,4,0,23,18,5,3,0
8327,4202,6,3,12528,2012-03-27 17:06:59,2012-03-27 17:06:59,3,0,0 days 00:00:00,0.0,0.0517824074074075,0.0517824074074075,27,3,2012,1,0,1,0,17,6,59,3,5
8328,597,8,3,1671,2011-03-25 20:28:43,2011-03-25 20:28:43,3,0,2011-04-08 21:41:15,14.05037037037037,14.05037037037037,0.0,25,3,2011,4,0,1,0,20,28,43,3,7
8329,945,6,4,2755,2011-09-28 23:45:10,2011-09-28 23:45:10,4,0,0 days 00:00:00,0.0,0.1291203703703702,0.1102199074074075,28,9,2011,2,0,3,0,23,45,10,4,5
8330,30,8,3,68,2011-02-07 18:19:45,2011-02-07 18:19:45,3,0,2011-02-10 18:01:20,2.987210648148148,16.98084490740741,0.0,7,2,2011,0,0,1,0,18,19,45,3,7
8331,3956,6,3,11769,2010-10-29 17:56:31,2010-10-29 17:56:31,3,0,0 days 00:00:00,0.0,0.1327662037037038,0.1327662037037038,29,10,2010,4,0,4,0,17,56,31,3,5
8332,197,6,4,538,2012-06-04 17:46:33,2012-06-04 17:46:33,4,0,2012-06-04 17:46:33,0.0,2.9843171296296296,0.0,4,6,2012,0,0,2,0,17,46,33,4,5
8333,197,6,4,539,2012-06-04 17:46:33,2012-06-04 17:46:33,4,0,0 days 00:00:00,0.0,0.0765162037037034,0.0765162037037034,4,6,2012,0,0,2,0,17,46,33,4,5
8334,3594,6,3,10689,2012-01-21 02:25:45,2012-01-21 02:25:45,3,0,0 days 00:00:00,0.0,4.373009259259256,4.373009259259263,21,1,2012,5,1,1,0,2,25,45,3,5
8335,4122,8,3,12294,2011-11-16 23:08:32,2011-11-16 23:08:32,3,0,2011-11-18 17:29:12,1.764351851851852,7.018287037037038,0.0,16,11,2011,2,0,4,0,23,8,32,3,7
8336,166,6,3,444,2010-02-24 01:56:36,2010-02-24 01:56:36,3,0,0 days 00:00:00,0.0,9.2592592592311e-05,9.2592592592311e-05,24,2,2010,2,0,1,0,1,56,36,3,5
8337,3193,8,3,9502,2010-10-19 17:23:21,2010-10-19 17:23:21,3,0,2010-10-19 23:10:12,0.2408680555555555,0.8213078703703702,0.0,19,10,2010,1,0,4,0,17,23,21,3,7
8338,1225,1,2,3612,2011-08-03 20:14:54,2011-08-03 20:14:54,2,1,2011-08-11 15:32:57,7.804201388888889,7.804201388888889,0.0,3,8,2011,2,0,3,0,20,14,54,2,0
8339,3973,1,3,11824,2010-12-30 23:32:12,2010-12-30 23:32:12,3,1,2011-01-11 23:44:23,12.008460648148148,12.009131944444444,0.0,30,12,2010,3,0,4,0,23,32,12,3,0
8340,135,9,7,358,2011-02-10 17:27:30,2011-02-10 17:27:30,7,0,2011-02-14 21:01:11,4.148391203703704,23.0875,0.0002314814814816,10,2,2011,3,0,1,0,17,27,30,7,8
8341,784,8,4,2242,2011-09-01 18:00:46,2011-09-01 18:00:46,4,0,2011-09-01 22:25:19,0.1837152777777777,3.2530208333333337,0.0,1,9,2011,3,0,3,0,18,0,46,4,7
8342,569,1,4,1578,2011-06-30 17:43:59,2011-06-30 17:43:59,4,1,2011-06-30 17:44:19,0.0002314814814814,6.9512731481481485,0.0,30,6,2011,3,0,2,1,17,43,59,4,0
8343,569,1,4,1579,2011-06-30 17:44:19,2011-06-30 17:44:19,4,0,2011-07-05 20:34:00,5.117835648148148,6.951041666666667,0.0,30,6,2011,3,0,2,1,17,44,19,4,0
8344,934,6,4,2713,2012-06-14 18:59:12,2012-06-14 18:59:12,4,0,2012-06-14 18:59:12,0.0,1.8740972222222223,0.0,14,6,2012,3,0,2,0,18,59,12,4,5
8345,934,6,4,2714,2012-06-14 18:59:12,2012-06-14 18:59:12,4,0,0 days 00:00:00,0.0,0.0002430555555554,0.0002430555555554,14,6,2012,3,0,2,0,18,59,12,4,5
8346,454,6,3,1261,2011-11-09 01:20:00,2011-11-09 01:20:00,3,0,0 days 00:00:00,0.0,0.000162037037037,0.000162037037037,9,11,2011,2,0,4,0,1,20,0,3,5
8347,2162,1,5,6454,2011-04-18 15:20:44,2011-04-18 15:20:44,5,1,2011-04-18 23:02:34,0.3207175925925926,2.048020833333333,0.0,18,4,2011,0,0,2,0,15,20,44,5,0
8348,2396,1,3,7149,2011-08-22 20:17:17,2011-08-22 20:17:17,3,1,2011-08-22 20:17:44,0.0003125,2.1521875,0.0,22,8,2011,0,0,3,0,20,17,17,3,0
8349,2427,6,3,7250,2011-10-07 17:05:58,2011-10-07 17:05:58,3,0,0 days 00:00:00,0.0,3.071655092592592,3.071655092592593,7,10,2011,4,0,4,0,17,5,58,3,5
8350,3144,8,3,9352,2011-12-29 00:37:34,2011-12-29 00:37:34,3,0,2011-12-29 00:49:11,0.0080671296296296,0.0255092592592592,0.0,29,12,2011,3,0,4,0,0,37,34,3,7
8351,637,6,3,1792,2011-09-29 18:05:34,2011-09-29 18:05:34,3,0,0 days 00:00:00,0.0,5.75861111111111,5.758611111111112,29,9,2011,3,0,3,0,18,5,34,3,5
8352,582,9,7,1628,2010-12-16 19:49:48,2010-12-16 19:49:48,7,0,2011-01-05 01:04:05,19.218252314814816,24.096238425925925,1.0938194444444456,16,12,2010,3,0,4,0,19,49,48,7,8
8353,1942,6,3,5777,2011-02-15 20:15:27,2011-02-15 20:15:27,3,0,0 days 00:00:00,0.0,0.0003472222222222,0.0003472222222222,15,2,2011,1,0,1,0,20,15,27,3,5
8354,3093,8,3,9205,2012-07-10 21:49:17,2012-07-10 21:49:17,3,0,2012-07-11 15:31:04,0.737349537037037,0.9430902777777778,0.0,10,7,2012,1,0,3,0,21,49,17,3,7
8355,3074,1,3,9142,2012-03-05 18:43:00,2012-03-05 18:43:00,3,1,2012-03-06 17:45:12,0.9598611111111112,8.218831018518518,0.0,5,3,2012,0,0,1,0,18,43,0,3,0
8356,27,8,3,62,2011-11-24 23:02:35,2011-11-24 23:02:35,3,0,2011-12-12 18:04:47,17.793194444444445,17.793194444444445,0.0,24,11,2011,3,0,4,0,23,2,35,3,7
8357,465,8,4,1297,2011-07-05 18:38:12,2011-07-05 18:38:12,4,0,2011-07-05 20:14:52,0.0671296296296296,4.814293981481482,0.0001851851851855,5,7,2011,1,0,3,0,18,38,12,4,7
8358,895,1,6,2578,2010-11-11 01:32:22,2010-11-11 01:32:22,6,1,2010-11-11 17:40:24,0.6722453703703704,12.78494212962963,0.0,11,11,2010,3,0,4,0,1,32,22,6,0
8359,292,1,3,820,2012-08-02 16:46:54,2012-08-02 16:46:54,3,1,2012-08-02 16:48:49,0.0013310185185185,0.0015393518518518,0.0,2,8,2012,3,0,3,0,16,46,54,3,0
8360,771,1,4,2205,2010-09-04 00:00:30,2010-09-04 00:00:30,4,0,2010-09-04 00:00:57,0.0003125,2.7098726851851853,0.0,4,9,2010,5,1,3,0,0,0,30,4,0
8361,4380,1,3,13082,2011-04-11 18:09:37,2011-04-11 18:09:37,3,1,2011-04-11 18:12:44,0.0021643518518518,35.10652777777778,0.0,11,4,2011,0,0,2,0,18,9,37,3,0
8362,3519,6,2,10487,2012-06-08 15:05:45,2012-06-08 15:05:45,2,0,0 days 00:00:00,0.0,0.0,0.0,8,6,2012,4,0,2,0,15,5,45,2,5
8363,1793,6,2,5319,2011-07-26 21:32:51,2011-07-26 21:32:51,2,0,0 days 00:00:00,0.0,0.0,0.0,26,7,2011,1,0,3,0,21,32,51,2,5
8364,2277,8,3,6768,2012-02-13 18:45:33,2012-02-13 18:45:33,3,0,2012-02-13 19:23:54,0.0266319444444444,0.0266319444444444,0.0,13,2,2012,0,0,1,0,18,45,33,3,7
8365,1660,8,3,4925,2012-06-08 18:32:26,2012-06-08 18:32:26,3,0,2012-06-12 21:43:04,4.13238425925926,4.13238425925926,0.0,8,6,2012,4,0,2,0,18,32,26,3,7
8366,636,6,6,1789,2011-04-20 17:32:52,2011-04-20 17:32:52,6,0,0 days 00:00:00,0.0,8.570289351851851,8.565555555555555,20,4,2011,2,0,2,0,17,32,52,6,5
8367,2980,1,3,8890,2010-11-23 19:19:02,2010-11-23 19:19:02,3,1,2010-11-23 19:49:15,0.0209837962962962,0.0412847222222222,0.0,23,11,2010,1,0,4,0,19,19,2,3,0
8368,2607,8,3,7773,2012-08-28 21:09:20,2012-08-28 21:09:20,3,0,2012-09-27 15:48:18,29.777060185185185,29.77706018518518,0.0,28,8,2012,1,0,3,0,21,9,20,3,7
8369,292,6,3,822,2012-08-02 16:49:07,2012-08-02 16:49:07,3,0,0 days 00:00:00,0.0,0.0002083333333333,0.0002083333333333,2,8,2012,3,0,3,0,16,49,7,3,5
8370,1758,6,6,5227,2010-12-22 19:40:09,2010-12-22 19:40:09,6,0,2010-12-22 23:50:01,0.1735185185185185,22.95564814814815,0.0072916666666671,22,12,2010,2,0,4,0,19,40,9,6,5
8371,1758,6,6,5230,2011-01-14 18:25:47,2011-01-14 18:25:47,6,0,0 days 00:00:00,0.0,0.9917245370370368,0.7887847222222213,14,1,2011,4,0,1,0,18,25,47,6,5
8372,3389,6,3,10091,2010-03-09 18:42:22,2010-03-09 18:42:22,3,0,0 days 00:00:00,0.0,0.000162037037037,0.000162037037037,9,3,2010,1,0,1,0,18,42,22,3,5
8373,1607,6,3,4767,2011-09-07 21:59:36,2011-09-07 21:59:36,3,0,0 days 00:00:00,0.0,1.0152314814814811,1.0152314814814811,7,9,2011,2,0,3,0,21,59,36,3,5
8374,4460,6,3,13342,2012-05-18 16:27:51,2012-05-18 16:27:51,3,0,0 days 00:00:00,0.0,0.0084837962962962,0.0084837962962962,18,5,2012,4,0,2,0,16,27,51,3,5
8375,1015,8,3,2950,2012-02-11 00:48:04,2012-02-11 00:48:04,3,0,2012-02-15 20:07:17,4.805011574074074,4.805011574074074,0.0,11,2,2012,5,1,1,0,0,48,4,3,7
8376,3414,8,3,10165,2011-03-31 21:42:42,2011-03-31 21:42:42,3,0,2011-03-31 21:42:59,0.0001967592592592,0.0001967592592592,0.0,31,3,2011,3,0,1,1,21,42,42,3,7
8377,4140,8,3,12355,2011-01-28 00:12:40,2011-01-28 00:12:40,3,0,2011-01-28 00:12:53,0.0001504629629629,0.0164004629629629,0.0,28,1,2011,4,0,1,0,0,12,40,3,7
8378,935,1,3,2715,2010-04-22 22:44:36,2010-04-22 22:44:36,3,1,2010-05-21 15:27:03,28.696145833333333,33.07024305555555,0.0,22,4,2010,3,0,2,0,22,44,36,3,0
8379,1810,9,4,5371,2012-07-19 22:53:47,2012-07-19 22:53:47,4,0,2012-07-26 23:27:12,7.023206018518518,8.188148148148148,1.034097222222222,19,7,2012,3,0,3,0,22,53,47,4,8
8380,1453,8,4,4283,2011-10-17 22:17:21,2011-10-17 22:17:21,4,0,2011-10-17 23:16:10,0.0408449074074074,0.2587731481481481,0.0,17,10,2011,0,0,4,0,22,17,21,4,7
8381,292,8,3,821,2012-08-02 16:48:49,2012-08-02 16:48:49,3,0,2012-08-02 16:49:07,0.0002083333333333,0.0013310185185185,0.0,2,8,2012,3,0,3,0,16,48,49,3,7
8382,3346,6,6,9970,2011-07-01 23:04:48,2011-07-01 23:04:48,6,0,0 days 00:00:00,0.0,3.2428240740740737,3.2341087962962964,1,7,2011,4,0,3,0,23,4,48,6,5
8383,3683,6,3,10918,2012-06-13 19:01:40,2012-06-13 19:01:40,3,0,0 days 00:00:00,0.0,0.000787037037037,0.000787037037037,13,6,2012,2,0,2,0,19,1,40,3,5
8384,1769,6,3,5255,2012-01-25 23:19:23,2012-01-25 23:19:23,3,0,0 days 00:00:00,0.0,0.024224537037037,0.024224537037037,25,1,2012,2,0,1,0,23,19,23,3,5
8385,4105,6,3,12247,2010-05-12 22:12:21,2010-05-12 22:12:21,3,0,0 days 00:00:00,0.0,0.0320138888888905,0.0320138888888905,12,5,2010,2,0,2,0,22,12,21,3,5
8386,3209,8,3,9558,2010-10-26 23:19:28,2010-10-26 23:19:28,3,0,2010-10-26 23:19:35,8.101851851851852e-05,0.0009143518518518,0.0,26,10,2010,1,0,4,0,23,19,28,3,7
8387,284,1,3,797,2011-11-08 17:24:00,2011-11-08 17:24:00,3,1,2011-11-08 17:24:19,0.0002199074074074,0.0075462962962962,0.0,8,11,2011,1,0,4,0,17,24,0,3,0
8388,1491,9,5,4386,2010-07-29 22:02:18,2010-07-29 22:02:18,5,0,2010-09-07 16:07:08,39.75335648148148,39.75930555555555,0.0003472222222242,29,7,2010,3,0,3,0,22,2,18,5,8
8389,995,8,5,2899,2011-05-25 16:49:01,2011-05-25 16:49:01,5,0,2011-05-26 17:53:17,1.0446296296296296,36.976076388888885,0.0,25,5,2011,2,0,2,0,16,49,1,5,7
8390,995,8,5,2901,2011-07-01 16:04:12,2011-07-01 16:04:12,5,0,2011-07-01 16:14:34,0.007199074074074,35.93179398148148,0.007199074074073,1,7,2011,4,0,3,0,16,4,12,5,7
8391,397,8,3,1103,2012-08-03 15:04:30,2012-08-03 15:04:30,3,0,2012-08-03 15:12:16,0.0053935185185185,0.6695138888888889,0.0,3,8,2012,4,0,3,0,15,4,30,3,7
8392,1128,6,3,3308,2012-04-16 17:54:56,2012-04-16 17:54:56,3,0,0 days 00:00:00,0.0,0.0001504629629627,0.0001504629629627,16,4,2012,0,0,2,0,17,54,56,3,5
8393,1775,8,4,5271,2011-07-15 17:09:20,2011-07-15 17:09:20,4,0,2011-07-15 17:10:15,0.000636574074074,0.7147106481481481,0.000636574074074,15,7,2011,4,0,3,0,17,9,20,4,7
8394,4436,8,5,13255,2011-09-26 21:38:29,2011-09-26 21:38:29,5,0,2011-09-29 16:42:06,2.7941782407407407,7.258738425925926,0.0,26,9,2011,0,0,3,0,21,38,29,5,7
8395,4436,8,5,13257,2011-09-29 17:23:39,2011-09-29 17:23:39,5,0,2011-09-30 22:00:08,1.192002314814815,4.493414351851852,1.192002314814815,29,9,2011,3,0,3,0,17,23,39,5,7
8396,1693,6,6,5026,2011-06-30 17:04:37,2011-06-30 17:04:37,6,0,0 days 00:00:00,0.0,0.3518518518518512,0.3456944444444438,30,6,2011,3,0,2,1,17,4,37,6,5
8397,2915,8,4,8703,2010-02-16 01:17:46,2010-02-16 01:17:46,4,0,2010-02-16 01:17:57,0.0001273148148148,25.305798611111108,0.000115740740739,16,2,2010,1,0,1,0,1,17,46,4,7
8398,4441,1,3,13273,2011-02-09 18:35:37,2011-02-09 18:35:37,3,1,2011-02-18 23:38:36,9.210405092592593,9.222164351851852,0.0,9,2,2011,2,0,1,0,18,35,37,3,0
8399,3041,1,3,9048,2010-03-25 00:12:13,2010-03-25 00:12:13,3,1,2010-04-15 18:03:09,21.743703703703705,21.743819444444444,0.0,25,3,2010,3,0,1,0,0,12,13,3,0
8400,4007,1,4,11930,2012-05-25 15:13:03,2012-05-25 15:13:03,4,1,2012-05-25 21:19:52,0.2547337962962963,4.060555555555555,0.0,25,5,2012,4,0,2,0,15,13,3,4,0
8401,2371,6,3,7069,2011-11-10 19:28:34,2011-11-10 19:28:34,3,0,0 days 00:00:00,0.0,0.0001851851851851,0.0001851851851851,10,11,2011,3,0,4,0,19,28,34,3,5
8402,654,1,3,1834,2012-06-13 19:06:38,2012-06-13 19:06:38,3,1,2012-06-14 18:08:56,0.9599305555555556,1.1738773148148147,0.0,13,6,2012,2,0,2,0,19,6,38,3,0
8403,4574,6,3,13695,2011-02-04 17:27:08,2011-02-04 17:27:08,3,0,0 days 00:00:00,0.0,0.0002546296296296,0.0002546296296296,4,2,2011,4,0,1,0,17,27,8,3,5
8404,476,9,5,1328,2011-04-01 22:42:38,2011-04-01 22:42:38,5,0,2011-04-07 23:40:59,6.040520833333333,15.964756944444442,8.101851851805009e-05,1,4,2011,4,0,2,0,22,42,38,5,8
8405,4572,6,3,13687,2011-11-29 18:47:42,2011-11-29 18:47:42,3,0,0 days 00:00:00,0.0,3.798715277777778,3.798715277777777,29,11,2011,1,0,4,0,18,47,42,3,5
8406,3667,6,3,10889,2012-04-20 18:57:00,2012-04-20 18:57:00,3,0,0 days 00:00:00,0.0,0.0681712962962954,0.0681712962962963,20,4,2012,4,0,2,0,18,57,0,3,5
8407,2572,2,6,7674,2012-05-31 17:25:24,2012-05-31 17:25:24,6,0,2012-06-01 20:48:13,1.1408449074074074,41.97888888888889,0.0013657407407379,31,5,2012,3,0,2,0,17,25,24,6,1
8408,4040,8,5,12042,2011-05-27 17:49:56,2011-05-27 17:49:56,5,0,2011-05-27 17:50:10,0.000162037037037,3.896574074074074,0.0,27,5,2011,4,0,2,0,17,49,56,5,7
8409,4040,8,5,12044,2011-05-31 15:13:23,2011-05-31 15:13:23,5,0,2011-05-31 15:16:19,0.002037037037037,3.8933217592592593,0.002037037037037,31,5,2011,1,0,2,0,15,13,23,5,7
8410,4091,1,3,12200,2011-07-04 22:17:49,2011-07-04 22:17:49,3,1,2011-07-05 15:25:50,0.713900462962963,0.7184143518518519,0.0,4,7,2011,0,0,3,0,22,17,49,3,0
8411,1378,1,3,4062,2011-08-29 22:09:34,2011-08-29 22:09:34,3,1,2011-08-31 15:53:54,1.7391203703703704,39.06671296296297,0.0,29,8,2011,0,0,3,0,22,9,34,3,0
8412,627,1,3,1761,2012-07-10 15:23:55,2012-07-10 15:23:55,3,1,2012-07-10 15:24:26,0.0003587962962962,0.1612847222222222,0.0,10,7,2012,1,0,3,0,15,23,55,3,0
8413,2392,1,3,7137,2010-12-20 22:55:14,2010-12-20 22:55:14,3,1,2011-01-11 19:52:17,21.87295138888889,22.052233796296296,0.0,20,12,2010,0,0,4,0,22,55,14,3,0
8414,4239,6,3,12653,2011-10-07 22:18:13,2011-10-07 22:18:13,3,0,0 days 00:00:00,0.0,0.1635648148148148,0.1635648148148147,7,10,2011,4,0,4,0,22,18,13,3,5
8415,4579,6,3,13706,2010-07-26 21:32:11,2010-07-26 21:32:11,3,0,0 days 00:00:00,0.0,0.0001388888888888,0.0001388888888888,26,7,2010,0,0,3,0,21,32,11,3,5
8416,4109,8,3,12255,2011-04-14 00:00:51,2011-04-14 00:00:51,3,0,2011-04-14 23:45:49,0.9895601851851852,0.9895601851851852,0.0,14,4,2011,3,0,2,0,0,0,51,3,7
8417,3784,6,3,11234,2010-09-06 23:08:05,2010-09-06 23:08:05,3,0,0 days 00:00:00,0.0,0.000752314814818,0.000752314814818,6,9,2010,0,0,3,0,23,8,5,3,5
8418,3780,8,4,11221,2010-06-02 00:38:35,2010-06-02 00:38:35,4,0,2010-06-02 00:39:46,0.0008217592592592,7.364340277777778,0.000127314814815,2,6,2010,2,0,2,0,0,38,35,4,7
8419,3067,8,4,9122,2012-03-08 01:47:21,2012-03-08 01:47:21,4,0,2012-03-14 01:26:02,5.985196759259259,8.919641203703703,0.0,8,3,2012,3,0,1,0,1,47,21,4,7
8420,142,6,3,385,2012-03-09 23:48:25,2012-03-09 23:48:25,3,0,0 days 00:00:00,0.0,1.0380671296296298,1.0380671296296295,9,3,2012,4,0,1,0,23,48,25,3,5
8421,570,8,3,1583,2012-05-29 21:37:40,2012-05-29 21:37:40,3,0,2012-05-29 23:20:39,0.0715162037037037,0.0715162037037037,0.0,29,5,2012,1,0,2,0,21,37,40,3,7
8422,2180,8,3,6498,2011-12-01 22:56:43,2011-12-01 22:56:43,3,0,2011-12-02 20:29:09,0.8975231481481482,1.1381597222222224,0.0,1,12,2011,3,0,4,0,22,56,43,3,7
8423,945,1,4,2752,2011-09-27 18:35:27,2011-09-27 18:35:27,4,1,2011-09-27 19:02:40,0.0189004629629629,1.2150810185185184,0.0,27,9,2011,1,0,3,0,18,35,27,4,0
8424,945,1,4,2753,2011-09-27 19:02:40,2011-09-27 19:02:40,4,0,2011-09-27 21:41:23,0.1102199074074074,1.1961805555555554,0.0,27,9,2011,1,0,3,0,19,2,40,4,0
8425,3050,9,6,9074,2010-09-22 17:04:44,2010-09-22 17:04:44,6,0,2010-09-22 17:21:21,0.0115393518518518,7.0160532407407405,0.0115393518518516,22,9,2010,2,0,3,0,17,4,44,6,8
8426,1363,1,3,4021,2012-07-17 21:13:29,2012-07-17 21:13:29,3,1,2012-07-19 15:24:17,1.7575,7.025543981481482,0.0,17,7,2012,1,0,3,0,21,13,29,3,0
8427,2090,8,3,6255,2012-02-03 19:50:21,2012-02-03 19:50:21,3,1,2012-02-04 02:05:52,0.2607754629629629,30.936400462962965,0.0,3,2,2012,4,0,1,0,19,50,21,3,7
8428,1403,9,6,4129,2011-01-17 22:15:47,2011-01-17 22:15:47,6,0,2011-01-29 00:03:34,11.074849537037036,18.102372685185184,0.0003009259259272,17,1,2011,0,0,1,0,22,15,47,6,8
8429,3509,6,6,10460,2011-05-23 17:51:17,2011-05-23 17:51:17,6,0,0 days 00:00:00,0.0,4.939756944444445,4.93880787037037,23,5,2011,0,0,2,0,17,51,17,6,5
8430,59,8,4,145,2012-03-28 20:28:47,2012-03-28 20:28:47,4,0,2012-03-28 23:32:57,0.1278935185185185,0.1280092592592592,0.0,28,3,2012,2,0,1,0,20,28,47,4,7
8431,4475,8,3,13386,2012-07-16 21:45:50,2012-07-16 21:45:50,3,0,2012-08-22 20:23:20,36.942708333333336,36.942708333333336,0.0,16,7,2012,0,0,3,0,21,45,50,3,7
8432,692,8,3,1950,2011-04-06 15:44:43,2011-04-06 15:44:43,3,0,2011-04-06 16:02:11,0.0121296296296296,0.0121296296296296,0.0,6,4,2011,2,0,2,0,15,44,43,3,7
8433,1654,1,3,4912,2010-06-08 18:37:21,2010-06-08 18:37:21,3,1,2010-06-09 15:17:23,0.8611342592592592,0.8615046296296296,0.0,8,6,2010,1,0,2,0,18,37,21,3,0
8434,47,6,3,109,2011-05-30 23:04:34,2011-05-30 23:04:34,3,0,0 days 00:00:00,0.0,0.000289351851852,0.000289351851852,30,5,2011,0,0,2,0,23,4,34,3,5
8435,3619,6,3,10762,2010-11-16 18:51:10,2010-11-16 18:51:10,3,0,0 days 00:00:00,0.0,3.824560185185186,3.824560185185185,16,11,2010,1,0,4,0,18,51,10,3,5
8436,4439,8,3,13268,2011-01-18 23:36:54,2011-01-18 23:36:54,3,0,2011-01-18 23:46:57,0.0069791666666666,0.0091203703703703,0.0,18,1,2011,1,0,1,0,23,36,54,3,7
8437,1369,8,6,4035,2011-08-22 22:12:17,2011-08-22 22:12:17,6,0,2011-08-22 22:18:36,0.004386574074074,16.06060185185185,0.0043865740740756,22,8,2011,0,0,3,0,22,12,17,6,7
8438,2299,1,3,6843,2010-07-08 18:47:06,2010-07-08 18:47:06,3,1,2010-08-05 15:52:19,27.878622685185185,28.07891203703704,0.0,8,7,2010,3,0,3,0,18,47,6,3,0
8439,1895,6,3,5632,2011-07-12 17:37:59,2011-07-12 17:37:59,3,0,0 days 00:00:00,0.0,0.0007175925925926,0.0007175925925926,12,7,2011,1,0,3,0,17,37,59,3,5
8440,2051,9,6,6120,2010-07-23 23:50:14,2010-07-23 23:50:14,6,0,2010-07-26 16:10:49,2.6809606481481483,2.765740740740741,0.0,23,7,2010,4,0,3,0,23,50,14,6,8
8441,2051,9,6,6122,2010-07-26 16:11:02,2010-07-26 16:11:02,6,0,2010-07-26 18:01:07,0.0764467592592592,2.757870370370371,0.0003125000000001,26,7,2010,0,0,3,0,16,11,2,6,8
8442,94,8,3,240,2012-02-08 17:34:08,2012-02-08 17:34:08,3,0,2012-02-08 17:34:34,0.0003009259259259,0.0003009259259259,0.0,8,2,2012,2,0,1,0,17,34,8,3,7
8443,2167,6,3,6470,2012-08-28 21:08:20,2012-08-28 21:08:20,3,0,0 days 00:00:00,0.0,0.0002083333333331,0.0002083333333331,28,8,2012,1,0,3,0,21,8,20,3,5
